GaiaDR3_ID,TIC_ID,Prot,BPRP0,e_BPRP0,age_Myr,log_Prot,logA_Myr,log_C0,BPRP0_norm,log_C0_norm,logA_Myr_norm
117709729140216320,405461319,6.484,1.0232936298450503,0.0167442884436084,97.0,0.8118430061764773,1.9867717342662448,-1.7761333032797084,-1.3175712721276922,-0.7553602774325722,0.019013764987804545
144171233106399104,456945485,9.164,0.90096426,0.0141865367398843,775.0,0.96208508051736,2.88930170250631,-1.8481236128816616,-1.4422966302276856,-1.025961536397655,1.160093308574178
144833998098820992,118677684,0.514,3.1361666,0.0162899831198737,775.0,-0.2890368810047242,2.88930170250631,-1.7880793657190843,0.8366852090114947,-0.8002638145008848,1.160093308574178
144936836795636864,118681038,5.78,1.5542531533932622,0.0453249480716671,2.49,0.761927838420529,0.3961993470957364,-1.343662684798948,-0.7762121790902975,0.8702348127033748,-1.9919661220654812
145034968209407232,456946694,2.778,1.0168212491087352,0.0157349356815319,6.22,0.4437322414015968,0.7937903846908186,-1.8031350279787792,-1.3241704233055245,-0.8568558917478479,-1.4892869693746165
145133786815830784,118521932,0.688,3.816644951827764,0.090220326459154,2.01,-0.1624115617644887,0.3031960574204888,-1.044695605755792,1.5304916613664443,1.9940092265863856,-2.1095513049061183
145157937416226176,118521871,1.926,2.606298229663308,0.1528162449399703,2.01,0.2846562827885157,0.3031960574204888,-0.8158304761740492,0.2964386409157484,2.854280456706865,-2.1095513049061183
145203159127518336,61230756,9.034,1.5674989940914517,0.1014764917640901,2.01,0.9558800862253756,0.3031960574204888,-0.9936345555795304,-0.7627069004600733,2.1859403981311845,-2.1095513049061183
145210099794710272,118521730,4.974,2.479499211970901,0.0773374529511355,2.01,0.6967057809339172,0.3031960574204888,-1.1116101351784202,0.1671560907935239,1.7424870980535752,-2.1095513049061183
145217379763796992,118555907,0.966,4.153749013333825,0.2420990596182407,2.01,-0.0150228735845066,0.3031960574204888,-0.6160068974785569,1.8741983676264609,3.605388658142374,-2.1095513049061183
145238687096970496,118520413,1.496,3.972127249810004,0.0446595111442647,1.57,0.1749315935284425,0.1958996524092337,-1.350086035149719,1.6890192931085894,0.846090359077559,-2.2452074461614027
145325548516513280,17336696,9.161,0.9090738,0.0141805916581584,775.0,0.9619428831413872,2.88930170250631,-1.848305648665446,-1.4340282537796796,-1.0266457828266695,1.160093308574178
145494460991086976,17455866,1.873,3.830092478729657,0.0345473287160793,2.49,0.2725377773752374,0.3961993470957364,-1.4615855277027208,1.5442025765009082,0.4269797423065548,-1.9919661220654812
145664777917536512,17339419,13.01,1.5751286,0.0142294250760806,775.0,1.114277296561586,2.88930170250631,-1.8468126467414212,-0.7549278582700345,-1.0210338025127597,1.160093308574178
145668974102570624,17339381,21.94,2.8482285,0.0150231718733887,775.0,1.3412366232386923,2.88930170250631,-1.8232383641574368,0.5431074469530335,-0.932421452021469,1.160093308574178
145916050683920128,18310799,14.95,1.4870806,0.0141630372752278,775.0,1.1746411926604483,2.88930170250631,-1.848843601842344,-0.8447003989436144,-1.0286678717402706,1.160093308574178
145950895754320384,397285184,2.486,2.9255901181350294,0.0754591044145234,2.01,0.395501124305626,0.3031960574204888,-1.1222883535232908,0.6219842983363802,1.7023492052788003,-2.1095513049061183
145982742935380096,118446665,2.177,3.5363669269529368,0.0898445492276605,2.01,0.3378584290410943,0.3031960574204888,-1.046508265935716,1.2447240074959864,1.987195696689439,-2.1095513049061183
146277553787186048,268324394,3.37,4.479776526843333,0.0550193455687021,1.57,0.5276299008713387,0.1958996524092337,-1.2594845796604714,2.206611576526589,1.1866482488132373,-2.2452074461614027
146366442430208640,268218180,2.383,4.3683313965371795,0.1177730023791708,1.57,0.3771240423464561,0.1958996524092337,-0.9289542533649194,2.092983640704292,2.429064386710904,-2.2452074461614027
146592838746224384,397357734,21.78,2.7130642,0.0144301977478872,775.0,1.338057875419756,2.88930170250631,-1.8407277174007697,0.4052957690118425,-0.9981614249747528,1.160093308574178
146675954953119104,238408266,6.398,1.9969305660403385,0.0149855376280545,1.57,0.8060442357480883,0.1958996524092337,-1.824327671489844,-0.3248643230102634,-0.936516002207169,-2.2452074461614027
146677879098433152,118678954,0.244,0.73090553,0.0142248400692419,775.0,-0.6126101736612706,2.88930170250631,-1.8469526077052063,-1.6156861933730422,-1.02155989572191,1.160093308574178
146709146460303744,118679162,0.664,3.894051892141123,0.0284996372812167,1.57,-0.1778319206319825,0.1958996524092337,-1.5451606672816125,1.609414722625058,0.1128327673417876,-2.2452074461614027
