Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
3860043690538404992,154.98760662589,3.95481672011,199.824707,199.168793,200.692032,199.758011,199.011246,200.576996,10033
3865287467650348928,161.45191320662,6.41931544794,481.245697,477.321045,484.850189,481.652466,478.571136,485.122375,10033
3867810120985878272,164.18938157344,9.67394593786,243.149536,242.226791,243.842529,243.037048,242.305725,243.852417,10033
3884361314332210304,160.32495004162,12.19111082946,120.984695,120.714394,121.247543,121.006638,120.726608,121.290886,10033
3871908447498807296,164.37598990074,12.53561343977,197.726776,196.994965,198.349716,197.712067,197.225067,198.287491,10033
6214868495365748096,230.88722089821,-25.3706108426,85.0513687,84.9075394,85.2281723,85.1210175,84.9579926,85.2587357,10033
6239581123010344960,232.55525192974,-23.00673638902,216.926117,216.266129,217.575333,216.849457,216.223969,217.44696,10033
6257641627989839744,227.91684217004,-17.6842742085,160.115463,159.674057,160.577423,160.160736,159.583817,160.731552,10033
6307338080392893696,228.45511561487,-16.35129843015,417.616699,415.172821,420.171692,416.922668,413.71347,419.741058,10033
50884474718017408,58.00363678814,19.39098096974,295.875488,294.042053,296.9198,295.840912,294.268585,297.321228,10033
3409152693750235008,76.26212910176,21.58016233461,668.622253,653.609741,686.350281,663.96051,653.278503,675.734192,10033
2439890557725244800,353.41756576351,-7.61203023039,292.518005,290.818573,294.573669,292.799866,290.443604,295.020599,10033
2634046753364013440,351.6361906337,-4.60665930677,255.877487,254.839294,257.043518,256.040161,254.957977,257.174896,10033
604215144503584640,137.20147861494,11.86227703182,21.7763157,21.7660427,21.7862816,21.7774487,21.7678642,21.7867107,10033
2632278807386060288,349.22119492078,-5.20151094249,120.365456,120.056404,120.681519,120.275429,119.976562,120.641144,10033
2437684039751295744,350.14178631426,-10.03661013403,93.6039581,93.4601669,93.7192154,93.5692291,93.4489059,93.755394,10033
605593554127479936,135.01948323356,13.27370182854,261.218903,258.966095,263.765808,261.150818,258.632782,263.623199,10033
3599651986730350464,176.66575729914,-5.17205074926,387.477539,384.085602,391.154572,387.774261,384.350555,392.697113,10033
3789847707126025600,169.1170239917,-3.97544077103,180.550797,179.565216,181.589935,180.611801,179.584641,182.204575,10033
3793339378098543616,174.01166196251,-2.52093544299,463.593201,460.730621,466.919922,463.679565,460.418091,466.348694,10033
3790858845506203264,169.63275080252,-1.77405521046,496.41687,491.14621,502.412354,493.960907,486.940796,500.329498,10033
3794162976731206272,174.26624235666,-0.90720806321,442.718475,439.429535,446.456146,444.052277,440.479431,447.180878,10013
3811760011794444928,168.58256841692,2.78055687007,349.111115,346.459595,351.588013,348.727448,345.879944,351.743103,10033
3799841752426128896,176.12330070867,3.2723797429,313.651489,311.697845,315.379272,313.808167,312.309235,315.493439,10033
3895843479901597440,177.32023312784,3.47551672983,451.947479,444.193665,458.911011,451.378387,443.691101,459.50885,10033
3791512745687354496,169.3034582694,-1.87782080498,199.849304,198.775146,200.922165,199.470978,198.427917,200.454697,10033
3817000078053804672,169.48365527849,5.98828564936,253.666687,252.381653,255.325592,253.978729,252.594879,255.688202,10033
6049057713786919936,246.61141684588,-24.9699461164,915.46698,878.468994,945.289307,907.409302,878.12738,935.367249,10033
6244643373326639360,244.14197335707,-20.40060103561,137.355957,137.058655,137.64978,137.411972,137.095062,137.673294,10033
2594546351459477760,338.05416239252,-17.54406494456,172.851639,172.131424,173.40065,172.941101,172.326675,173.526398,10033
6825931948041984256,333.7518767648,-17.25080326287,157.827026,157.389984,158.193436,157.87529,157.543472,158.183426,10033
2603155390066307456,342.69182758224,-14.07000422414,262.019012,260.773163,263.219543,262.331482,260.856232,263.969452,10033
2599975224481836672,333.82184019492,-14.04985855856,181.30101,180.709167,182.009766,181.533951,180.838501,182.143311,10033
2597903091739512320,338.94255633111,-14.02772638664,310.897308,308.435089,313.335663,311.470947,309.061523,313.503632,10033
3794479262419500160,178.19211075064,-1.1984407165,315.93811,314.331726,317.506653,316.026306,313.983917,317.462463,10033
2597973387468989568,338.60623245826,-13.73180743557,475.172974,471.530762,479.447937,477.263306,473.683533,480.995575,10033
2598309945401588224,339.67484754419,-13.5600457042,410.577179,407.872467,413.758942,410.227112,407.219116,413.257751,10033
2612830229101544704,334.36451960754,-12.18747689436,112.281265,112.107887,112.474991,112.310661,112.135483,112.473938,10033
2612881429407251328,333.42677705918,-12.06634209226,506.068665,500.557892,510.28772,506.640564,502.839172,511.505798,10033
2613822710144971776,332.41385484988,-11.42866671286,479.703003,475.579346,484.032104,480.180084,476.321289,484.062744,10033
2614121364991061888,331.52665570054,-10.71153719416,500.869385,493.664307,509.925568,497.971558,491.00946,506.223511,10033
2614734243939231232,334.01954652185,-10.56736630498,168.887604,168.496048,169.250763,168.925049,168.529892,169.286316,10033
2614926005638892032,335.75968538386,-10.48868569325,176.195496,175.006287,177.153503,175.982285,174.869949,177.231232,10033
3803494845449564672,167.093748201,-1.06585827883,688.606628,682.091858,694.035767,689.754944,683.101685,695.618958,10033
2608811445383136768,338.47593721574,-10.08499344295,237.253387,236.319458,238.20488,237.317535,236.158554,238.274155,10033
2608279114251674624,341.7248802665,-9.88161082775,153.041031,152.445465,153.693069,153.248306,152.626694,153.940659,10033
2615653023342995584,334.62277799675,-9.61199803979,66.2743378,66.1332245,66.4360352,66.3069763,66.1836166,66.4170685,10033
2616071555020488960,335.02566897761,-9.05608686699,271.454651,270.383148,272.703827,271.820099,270.73941,272.970245,10033
2609566053956741888,339.91929664695,-8.71457158284,375.037109,373.329865,377.155396,375.191254,373.298157,377.423248,10033
2621784209417087360,338.84489741344,-7.46989629014,578.085449,571.100159,583.789856,575.474548,569.859131,580.584229,10033
37619725922094336,55.22852419306,12.57244271166,140.643433,140.385452,140.88237,140.625687,140.383484,140.871246,10033
38127013099258880,55.25593176422,13.51918137481,257.62973,256.48941,258.592621,257.724854,256.919678,258.561157,10033
