GaiaDR3_ID,st_age,st_ageerr1,st_ageerr2,st_ageerr,st_age_norm,st_ageerr_norm
2052721692908731904,4.27,3.3,-2.48,2.8899999999999997,0.027314326024794056,1.1961691556633944
2052722689341030656,2.82,4.7,-1.29,2.995,-0.5728397486160093,1.2396285886546252
2052724029370990208,5.01,1.69,-2.68,2.185,0.33359985377251455,0.9043701055794177
2052736123999181824,3.39,4.09,-1.78,2.935,-0.33691711237790023,1.2147946269453505
2052747119115620352,5.05,,,,0.3501558282453643,
2052747119115620352,6.6,0.9,-0.9,0.9,0.9916998390682921,0.37250942563911943
2052754540819149568,4.68,6.44,-2.9,4.67,0.19701306437150407,1.9329100197052085
2052767528800649984,3.31,2.23,-1.56,1.895,-0.37002906132359975,0.784339290651257
2052775191022506112,4.57,6.17,-2.93,4.55,0.1514841345711675,1.8832420962866592
2052826318309391104,3.89,6.23,-2.2,4.215,-0.12996743146727835,1.7445858100765426
2052827207364859264,0.105,0.01,-0.01,0.01,-1.696576515960686,0.0041389936182124375
2052852912747829760,3.72,2.8,-1.92,2.36,-0.20033032297688977,0.9768024938981352
2052865419692829056,3.55,1.87,-1.94,1.905,-0.27069321448650135,0.7884782842694694
2052874318864239616,3.02,1.21,-1.3,1.255,-0.4900598762517605,0.5194436990856609
2052881912366613376,5.761,1.019,-1.019,1.019,0.6444382745002688,0.4217634496958474
2052912492534229504,4.17,2.77,-2.22,2.495,-0.014075610157330175,1.0326789077440033
2052941389074846336,4.07,2.31,-2.11,2.21,-0.05546554633945441,0.9147175896249488
2052956541719356416,3.31,1.63,-1.55,1.5899999999999999,-0.37002906132359975,0.6580999852957775
2052965337812644352,4.47,6.03,-2.7,4.365,0.11009419838904289,1.8066707143497291
2052968773786517760,2.63,0.845,-0.93,0.8875,-0.6514806273620456,0.3673356836163538
2052973309272223232,3.09,5.5,-1.55,3.525,-0.4610869209242735,1.4589952504198842
2052983514114840192,3.8,2.6,-2.11,2.355,-0.16721837403119041,0.974732997089029
2053067935992494848,3.63,5.26,-1.91,3.585,-0.23758126554080183,1.483829212129159
2053124285963894784,4.57,5.52,-2.9,4.21,0.1514841345711675,1.7425163132674364
2053165655089863808,3.55,2.27,-1.83,2.05,-0.27069321448650135,0.8484936917335497
2053177406120368896,1.51,0.571,-0.3,0.4355,-1.1150479126018387,0.18025317207315167
2053183453434348672,2.24,0.816,-0.62,0.718,-0.8129013784723306,0.297179741787653
2053235577156249088,4.47,2.39,-2.43,2.41,0.11009419838904289,0.9974974619891975
2053284398043177216,2.51,1.13,-0.85,0.99,-0.7011485507805949,0.40976036820303136
2053286429569716992,4.17,3.23,-2.44,2.835,-0.014075610157330175,1.173404690763226
2053438127812903296,1.86,1.01,-0.516,0.763,-0.9701831359644032,0.315805213069609
2053454478745972480,2.88,6.07,-1.37,3.72,-0.5480057869067346,1.539705625975027
2053457644144430848,2.34,2.35,-0.892,1.621,-0.7715114422902063,0.6709308655122361
2053546910744629504,7.59,4.89,-4.97,4.93,1.4014602072713236,2.0405238537787316
2053550106200274688,2.0,1.19,-0.624,0.907,-0.9122372253094292,0.37540672117186813
2053552270863859712,3.8,0.95,-0.878,0.9139999999999999,-0.16721837403119041,0.3783040167046168
2053562475706063744,0.5,,,,-1.5330862680412949,
2053574639053629952,1.35,0.28,-0.19,0.23500000000000001,-1.1812718104932376,0.09726635002799229
2053626934575934464,2.19,0.34,-0.25,0.29500000000000004,-0.8335963465633929,0.12210031173726693
2053636452223709696,3.8,1.87,-2.04,1.955,-0.16721837403119041,0.8091732523605316
2054523105274216704,1.6,0.1,-0.1,0.1,-1.0777969700379266,0.04138993618212438
2056007995732413312,2.9,0.9,-0.8,0.8500000000000001,-0.5397277996703098,0.35181445754805724
2060523518197844608,0.264,0.149,-0.15,0.1495,-1.6307665174311083,0.06187795459227594
2064327278651198336,0.3,,,,-1.6158661404055437,
2066437688140905600,1.9,,,,-0.9536271614915536,
2070115588901082368,5.0,3.0,-4.0,3.5,0.3294608601543022,1.4486477663743533
2073153024144692736,1.95,0.705,-0.474,0.5894999999999999,-0.9329321934004913,0.24399367379362316
2073155184495069184,1.32,0.28,-0.19,0.23500000000000001,-1.1936887913478749,0.09726635002799229
2073176491847171840,3.72,3.3,-2.0,2.65,-0.20033032297688977,1.096833308826296
2073195870740245504,3.55,2.9,-1.87,2.385,-0.27069321448650135,0.9871499779436663
2073199409793428736,1.7,0.74,-0.401,0.5705,-1.0364070338558022,0.23612958591901959
2073277200237694464,2.69,1.94,-1.14,1.54,-0.6266466656527709,0.6374050172047154
2073280185224841728,1.7,0.53,-0.392,0.461,-1.0364070338558022,0.19080760579959338
2073292868280455936,3.98,4.51,-2.35,3.4299999999999997,-0.09271648890336648,1.419674811046866
2073299327911286144,4.57,6.24,-2.7,4.470000000000001,0.1514841345711675,1.85013014734096
2073478823183937536,2.0,,,,-0.9122372253094292,
2073530190996615424,7.1,4.5,-4.8,4.65,1.198649519978914,1.9246320324687838
2073591420052466048,5.13,1.9,-2.65,2.275,0.38326777719106386,0.9416210481433296
2073622068939722368,4.27,6.16,-2.6,4.38,0.027314326024794056,1.8128792047770477
2073641344741406464,2.29,1.28,-0.78,1.03,-0.7922064103812685,0.4263163426758811
2073671753111037440,2.14,1.2,-0.649,0.9245,-0.854291314654455,0.38264996000373985
2073719238270085504,2.51,0.83,-0.912,0.871,-0.7011485507805949,0.36050634414630334
2073731161099713408,2.34,,,,-0.7715114422902063,
2073733325763480320,6.46,5.08,-3.46,4.27,0.9337539284133181,1.7673502749767107
2073746932220288256,4.07,4.88,-2.44,3.66,-0.05546554633945441,1.5148716642657523
2073768853731839104,2.69,1.7,-1.09,1.395,-0.6266466656527709,0.5773896097406351
2073793249146651136,5.62,5.67,-3.36,4.515,0.5860784644834733,1.8687556186229155
2073793420945053824,4.4,0.25,-0.25,0.25,0.08112124306155608,0.10347484045531094
2073804411752924288,3.55,0.84,-0.4,0.62,-0.27069321448650135,0.25661760432917113
2073856917743350784,2.67,0.91,-0.91,0.91,-0.6349246528891959,0.37664841925733183
2073861006552197120,4.47,4.74,-2.74,3.74,0.11009419838904289,1.5479836132114517
2073907392200330112,3.16,2.51,-1.4,1.9549999999999998,-0.43211396559678633,0.8091732523605315
2074815898041643520,8.2,4.1,-5.0,4.55,1.653938817982282,1.8832420962866592
2075063150726110208,5.62,4.19,-3.24,3.7150000000000003,0.5860784644834733,1.5376361291659209
2075107062469670272,4.47,6.17,-2.71,4.4399999999999995,0.11009419838904289,1.8377131664863222
2075112109039378688,3.14,,,,-0.4403919528332112,
2075132209486310912,4.4,2.1,-1.4,1.75,0.08112124306155608,0.7243238831871767
2075161655782111872,1.91,1.26,-0.602,0.931,-0.949488167873341,0.385340305855578
2075358472669256448,2.69,1.3,-0.938,1.119,-0.6266466656527709,0.4631533858779718
2075389018477664384,3.47,3.42,-1.78,2.6,-0.3038051634322007,1.0761383407352338
2075412451819530624,5.5,1.6,-2.54,2.0700000000000003,0.536410541064924,0.8567716789699747
2075875277491246848,4.17,4.64,-2.47,3.5549999999999997,-0.014075610157330175,1.4714122312745215
2075964612812129792,2.57,1.84,-0.876,1.358,-0.6763145890713202,0.5620753333532491
