Gaiadr3_id,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,bp_rp,phot_g_mean_mag,azero_gspphot,ag_gspphot,ebpminrp_gspphot,teff_gspphot,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,pm,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,ruwe,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,astrometric_params_solved
2536443724641751808,2536443724641751808,14.517644035871253,0.014025956,-0.1932612960592061,0.00984096,8.034533586316737,0.016254852,1.6847267,13.049331,0.1007,0.0731,0.0393,3957.083,13.854929,12.170202,113557.10298851685,45.068714,39214.38867472063,73.55528,107418.05286168012,116.24404,45.4527,-38.79163530207197,0.022307178,-23.68875449280528,0.018545354,1.3418597,1.2692814,1.0693392,1.3887701,,-5.9009040607785535,31
6050191241556876672,6050191241556876672,245.4405469405197,0.015001237,-23.54828644033225,0.008946324,9.076017569904812,0.016714944,0.9841976,10.538268,0.1307,0.1066,0.0564,5376.903,10.94851,9.964313,1147200.5190083808,312.72946,570181.1726860763,501.12762,819281.2099380429,488.6634,104.528656,-40.23732319106927,0.019292489,-96.47381852599419,0.0138782,-4.537106,0.26155254,1.0106936,1.5178949,,-1.9995886623093406,31
2126102411750601088,2126102411750601088,291.02864297339045,0.011384863,43.91370629387509,0.01327482,1.8904832827200038,0.013767224,0.9297066,13.789268,0.013,0.0107,0.0057,5312.0938,14.153746,13.224039,57443.37089039881,14.158961,29779.591493981272,34.451065,40695.1580915908,34.704605,11.670613,9.977901599742074,0.01612414,6.053486379899896,0.016708905,-28.09386,2.7370713,1.1475251,1.5314978,,64.66354782397691,31
2077403633010654976,2077403633010654976,294.16316587424353,0.017541619,41.451729258901906,0.020306401,0.6488432730875784,0.021009648,0.85238075,15.305491,0.1722,0.1444,0.0776,5857.684,15.647924,14.795544,14215.10602049132,3.6313543,7520.50625233215,12.341049,9570.635144835116,8.027232,18.057068,-5.851206010240136,0.025434839,-17.082771690452297,0.028649027,,,1.0312959,1.548207,,61.56769489639409,31
2051903999855859712,2051903999855859712,292.0333752608866,0.024351332,37.97445245875173,0.02641744,1.36124880216466,0.030838933,1.352335,15.935234,0.1026,0.0784,0.041,4607.5015,16.545177,15.1928425,7958.903783755036,2.9241319,3291.134355798184,8.005903,6637.756829727985,8.610162,23.332767,-13.501064903050313,0.03346503,-19.02995689056024,0.039157417,,,1.0177878,1.4424345,,58.78148646671446,31
2135507084456876928,2135507084456876928,296.3665062944883,0.019077202,51.31945324588827,0.022202965,1.1761753588721433,0.02154431,1.0639744,15.314133,0.0028,0.0022,0.0012,5080.834,15.767591,14.703617,14102.424466939628,4.101556,6735.659895147503,16.557772,10416.245444779533,12.113899,11.580974,4.045071038391454,0.026060423,-10.851559481769069,0.02821313,,,1.0384024,1.4996854,,69.87858202963457,31
2132325200882204544,2132325200882204544,285.0416206625163,0.008687575,50.07539178933201,0.01039971,2.1642606806651563,0.009911588,0.80604935,12.873178,0.0133,0.0112,0.006,5691.414,13.194082,12.388033,133559.82321893118,21.726418,72074.89501488095,52.494358,87891.16410799154,30.337278,13.875959,-13.232137639048458,0.011480587,4.177651882369468,0.013217186,-8.931339,1.5174057,0.8761133,1.5577354,,71.83188769492153,31
2117396341239154560,2117396341239154560,281.7663498753955,0.17813607,44.2924878759832,0.22652988,0.43318336569919486,0.21710859,0.84324074,13.449079,,,,,13.646543,12.803302,78580.62664152785,126.34496,47511.64000189825,33.67319,59956.658319036585,26.408401,14.658537,-9.546461831359144,0.23402643,-11.123747446510038,0.27105415,-5.037166,2.4252505,18.732023,,1.5841045,66.84393885695134,95
3369841304767966976,3369841304767966976,93.95926462918905,0.015012546,16.023843660308685,0.013014625,4.642822106448331,0.01733446,0.89825153,11.769908,0.1771,0.1478,0.0792,5733.049,12.130459,11.232207,368963.59518085286,962.8361,191969.93958251626,1662.3724,254844.41117962118,1732.0867,17.274366,5.400782334179675,0.01834739,-16.408391146026638,0.012532535,24.055216,1.9819958,0.99731237,1.5359142,,-7.362719285156655,31
5229384714547758720,5229384714547758720,164.11390890402507,0.013862687,-72.98518423537195,0.011512826,39.44672968039077,0.013561046,2.7360897,13.34348,,,,,14.877319,12.14123,86607.32249639815,42.07466,15292.877547942608,34.661274,110323.03608859624,105.15169,85.93065,39.30024135466341,0.017086439,-76.41705845963315,0.014945334,-5.9002004,1.015052,1.2767217,1.263145,,-65.39282691894381,31
4207586980945067648,4207586980945067648,290.82100005622135,0.02057884,-7.68208608363046,0.016662557,7.464925176349439,0.021432146,1.377451,11.186381,1.0855,0.8601,0.4706,5267.067,11.737106,10.359655,631530.3934607265,1647.6378,275787.44744294416,3180.4907,569240.7215638031,4712.22,27.861423,6.308287919288951,0.024158487,-27.137878118539337,0.01806991,-16.233845,14.5830555,1.1682537,1.4436132,,14.230166137066014,31
2126191334752646016,2126191334752646016,291.57884701763203,0.0098622795,44.53168137898667,0.010625266,1.1768599223263336,0.011241144,0.7984381,13.539286,0.0655,0.0552,0.0296,5882.6914,13.8585,13.060061,72315.70093706035,15.022436,39085.63647264416,38.046753,47329.68408171285,30.94474,19.487825,-17.62989505985851,0.013381064,-8.30434490186586,0.012876369,-5.5949655,2.6350868,1.0483482,1.5609404,,65.11031058667461,31
2130443730330509312,2130443730330509312,287.36940348895547,0.011448878,46.76814494768249,0.013638868,1.7544867095935215,0.013688375,0.72273064,12.931543,9.0E-4,8.0E-4,4.0E-4,5968.865,13.213439,12.490708,126569.60132236964,25.345652,70801.2971250101,43.089798,79960.3980986632,27.634274,19.493511,-10.390059347249961,0.015820771,-16.4937447873725,0.016293097,-28.516083,2.2608328,1.0534874,1.5786366,,68.20226586767708,31
2077219499172974848,2077219499172974848,296.1040307644843,0.010124715,42.34258124527148,0.011950611,2.1338137920430658,0.011965556,0.81446075,12.867599,0.0582,0.0488,0.0262,5742.5806,13.19265,12.378189,134247.87289957158,37.232513,72170.01019128493,80.30432,88691.6366357922,72.95117,4.678894,-2.7266774739511863,0.0136662135,-3.8022729295798134,0.015779993,5.2727757,1.6797434,0.9778537,1.5555165,,61.88461242296959,31
2051034251798891904,2051034251798891904,290.6822090735998,0.2681432,37.35516101746769,0.29813454,0.5752134715987961,0.3292515,1.0077276,13.688536,,,,,14.003343,12.995615,63027.84891404366,224.12714,34204.23827586563,28.486969,50224.097832892316,20.698141,8.221857,-5.489402731671441,0.36194277,6.120898005937859,0.38088083,-51.1191,2.8417509,20.63231,,1.3661022,58.484362594308585,95
