Gaiadr3_id,ra,dec,parallax_zpt_corrected,parallax_error,dist_pc,dist_pc_err
3946945413106333696,185.17876326802073,17.79326400102279,10.203968527196396,0.13647683,97.9554443,2.346664500000003
1696798367260229376,229.2745974667176,71.82394415715765,7.944609134899238,0.087353095,126.092903,2.8769080000000002
1920113512486282240,352.8242014541877,39.23582502040358,13.19958760392618,0.072693095,75.7911301,0.9681396000000007
1385293808145621504,242.60212681176057,43.81632083726893,55.88908583862104,0.029119799,17.8914585,0.016118999999999772
2135550755683407232,295.46561283744234,50.51680164969824,47.353134095842755,0.01712145,21.1158276,0.01367570000000029
4342464209753404416,243.46208674710064,-11.837791999241816,7.322999836953851,0.09926547,136.474091,3.457535000000007
1756741374681702784,314.60783047224203,10.839132980363669,13.337414426379997,0.06518407,75.0528793,0.6995009999999979
6243841249531772800,242.37623280831812,-21.08314353155111,7.258517111266491,0.017618205,137.783707,0.7119749999999954
1603662211901473408,217.15545885405712,49.8446422809974,10.614295564567772,0.04212116,94.2467117,0.7391814999999866
3830897080395058048,155.86849574856893,-0.9024047899638477,13.674189543129565,0.026735594,73.1161957,0.2626570999999984
5040416186560252416,20.712819666442257,-24.664629899296255,29.656620208817756,0.027307034,33.7208519,0.06104280000000273
4963614887043956096,34.8427232704131,-39.42308145500309,24.909215055784856,0.08826648,40.1065216,0.25857160000000334
5183875103632956032,42.48516949931077,-5.959996966769432,15.165929002256819,0.05704662,66.0095978,0.48994439999999884
51369428065705600,59.79110331382983,20.159973941778965,8.207534074756095,0.09375285,121.771591,2.8588179999999994
151499478104075008,69.34055441993324,26.850295967874985,7.862969197444174,0.02772597,127.254158,0.9298480000000069
146487556211644544,70.43710934293101,23.03085149358266,8.201068388616237,0.30444208,123.982307,8.033546000000001
5201185574182015744,165.3295240122775,-77.544090856101,5.405839008319209,0.14899348,184.876495,10.096405000000004
5199985216726016896,178.76913231863574,-79.31975637609018,9.859738711224978,0.026045935,101.460625,0.5374219999999923
3459372646830687104,181.8890790153866,-39.54844318931345,15.52157577044913,0.11630435,64.4720917,0.9134598000000125
6045818685674325760,246.61604560736305,-26.42099910213028,7.106417337875181,0.0502165,140.717834,1.7508239999999944
2080063931448749824,294.6359183935303,46.066406876930394,2.475832935892718,0.031625494,404.291229,11.603881999999999
6348514275456913792,321.36635616111846,-81.6415043786703,29.050195163265055,0.040061235,34.4308281,0.09292599999999851
1986772848034988544,339.1026061027833,47.86167868236971,14.415245247715864,0.01191931,69.3663406,0.11966699999999264
2837047214379099904,342.5634203707785,23.425896875896584,17.346985944235893,0.032108523,57.6553078,0.19810480000000297
1092230803512999424,130.05279074554068,64.3280541536806,13.231350843456516,0.11637105,75.507988,1.3418197999999961
777254360337133312,164.8647031186751,40.43050097561348,72.04285009116398,0.097399384,13.8826075,0.042519600000000324
3205095125321700480,69.40074849308137,-2.473833383625505,33.471024482218205,0.07770842,29.8954048,0.1637459000000021
2835207319109249920,344.3675708158258,20.769104345387102,64.44195719179481,0.07709389,15.5217066,0.033257499999999496
704967037090946688,133.146760620834,28.329783000362703,79.48602575718161,0.042877857,12.5801382,0.012552200000000013
704966762213039488,133.16783218849463,28.315252421854034,79.6834376462924,0.047467146,12.5492477,0.016961099999999618
1004358968092652544,97.69602304387136,58.16112834050636,18.251306854179408,0.048567656,54.8180504,0.29010780000000125
3507879565090229888,199.596298132351,-18.31592210064546,117.2080460991387,0.1455929,8.53245735,0.02060413000000061
2939555954755196160,99.17128532129774,-19.256190699068565,48.86494722564029,0.13230371,20.4633236,0.11734390000000161
3740176925743994752,202.10645605299496,13.7762285583208,55.28922809943382,0.07786773,18.0891895,0.06502730000000057
2500064286492779264,38.039156607736466,-1.0350312130393102,12.203487961532359,0.09623004,81.9475098,1.3063888000000077
1700658653802527104,224.20169209940707,74.90093845257452,6.1476419118557395,0.014176916,162.67392,0.7304840000000183
2495420602212048640,39.424361286142094,-3.396366665724085,9.550594880194927,0.075596966,104.531174,1.597502999999989
2630155547353593216,348.9745548677205,-9.08781018922996,22.127291568710096,0.1301702,45.2000008,0.6205710999999994
156917493449670656,73.94104529388767,30.551085459021337,6.4513753881861104,0.037198894,154.982758,1.8624570000000062
5495052596695570816,94.8039245913262,-58.05411209740835,19.950685970402883,0.012421502,50.1286545,0.06114960000000025
3009908378049913216,81.769924030883,-11.901181972232846,37.277872126511255,0.019471643,26.8252907,0.02542880000000025
6794047652729201024,311.2911826481039,-31.3425000799281,102.97962131754849,0.023112189,9.71108532,0.004738810000000981
6105713692544123520,220.48979284604397,-37.79363633838957,10.074041628914184,0.3142749,99.786293,6.188713300000003
4472832130942575872,269.44850252543836,4.739420051112412,547.0241867309479,0.040116355,1.82809997,0.00025593999999995454
3895649725336884736,177.5647243767532,2.7601070818192515,1.05112085009288,0.018416595,954.292725,33.21203600000001
2700378125204437760,326.8614323631098,6.605333267422793,22.966902899166758,0.016335918,43.5458412,0.05508419999999603
1759623813132980864,318.4010337421127,14.689383345555784,20.315695234387764,0.016704543,49.2198029,0.07983399999999818
3924009634910406912,176.48201983243953,14.616316642346948,1.4901853096839808,0.018544095,671.698547,17.307800999999927
1193071962699902336,240.09564217841773,15.546744817149754,2.4855546110925246,0.016471293,402.531281,5.081664999999987
625137162857354880,154.18677668025686,19.8912585120653,0.7157456866460015,0.019996086,1389.74316,86.48437999999987
96530596864007552,25.920317858822308,21.005268651211125,0.8698133811176302,0.01762641,1147.91528,43.04773
58200934326315136,53.65112853813434,20.59901333282649,5.672197858323379,0.014320245,176.324005,0.929366999999985
2096350069476310016,278.8155069884091,38.11539031150635,2.225480721054795,0.012401274,450.134247,4.406555000000026
1534760078795225728,187.58876343164712,41.269565601445066,1.6738553072730133,0.014993614,597.950439,10.031067000000007
353030751066772480,32.94710393641228,45.92421765867808,18.772578927135918,0.015656015,53.2634544,0.08573910000000495
438899345022759424,40.710287521547265,49.586938623208525,1.2600158868042843,0.041196607,788.925415,53.599425999999994
438444868763388800,40.74254137716489,48.93005769804862,1.6249632327960348,0.022689117,615.794983,16.18402100000003
439327501725338752,45.64062020096374,49.729946788367144,2.344175519718552,0.017812496,426.903931,6.428132000000005
412783469966211456,23.96373430079055,56.69819811949519,19.05686576200016,0.013807129,52.4793205,0.07626340000000198
1579929906250111232,190.887510261906,60.01435471735862,22.266077149460017,0.013506583,44.9137611,0.05101779999999678
